class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,class
1,193.2695573,30.85712162,19.4880085,18.27209091,17.66028786,17.30598068,17.07228661,20.18319702,1.21591759,1.82772064,2.18202782,2.41572189,-0.69518852,0.61180305,0.96611023,1.1998043,-1.91110611,0.35430718,0.58800125,-2.52290916,0.23369407,-2.87721634,-3.11091041
1,193.1093335,29.99245231,19.17985916,18.18173599,17.7390995,17.43509674,17.31064034,19.87396049,0.99812317,1.44075966,1.74476242,1.86921882,-0.69410133,0.44263649,0.74663925,0.87109565,-1.6922245,0.30400276,0.42845916,-2.13486099,0.1244564,-2.43886375,-2.56332015
2,201.9766725,31.91679801,19.24730682,19.10227585,18.63552284,18.29078102,17.86765099,20.46448326,0.14503097,0.61178398,0.9565258,1.37965583,-1.21717644,0.46675301,0.81149483,1.23462486,-1.36220741,0.34474182,0.76787185,-1.82896042,0.42313003,-2.17370224,-2.59683227
1,202.1619584,32.4559496,19.49309349,18.14417076,17.61550331,17.29717064,17.09998894,20.26878357,1.34892273,1.87759018,2.19592285,2.39310455,-0.77569008,0.52866745,0.84700012,1.04418182,-2.12461281,0.31833267,0.51551437,-2.65328026,0.1971817,-2.97161293,-3.16879463
1,192.9849285,27.0941774,23.10452461,20.11771011,18.50863075,17.87758636,17.45570564,23.48791504,2.9868145,4.59589386,5.22693825,5.64881897,-0.38339043,1.60907936,2.24012375,2.66200447,-3.37020493,0.63104439,1.05292511,-4.97928429,0.42188072,-5.61032868,-6.0322094
1,207.8711535,32.28773463,23.44390678,21.57367325,20.30809593,19.31642914,18.76817131,22.92566299,1.87023353,3.13581085,4.12747764,4.67573547,0.51824379,1.26557732,2.25724411,2.80550194,-1.35198974,0.99166679,1.53992462,-2.61756706,0.54825783,-3.60923385,-4.15749168
1,208.0401966,33.29032073,24.04381561,21.61655426,20.37609863,19.45308304,18.98641014,22.10997391,2.42726135,3.66771698,4.59073257,5.05740547,1.9338417,1.24045563,2.16347122,2.63014412,-0.49341965,0.92301559,1.38968849,-1.73387528,0.4666729,-2.65689087,-3.12356377
1,197.986712,24.46789791,26.65712547,22.64288902,20.82394981,19.75129128,19.21636581,22.39707375,4.01423645,5.83317566,6.90583419,7.44075966,4.26005172,1.81893921,2.89159774,3.42652321,0.24581527,1.07265853,1.607584,-1.57312394,0.53492547,-2.64578247,-3.18070794
2,197.8690767,24.17408396,21.2071228,20.61873245,20.6478405,20.64096451,20.30714417,23.18576622,0.58839035,0.5592823,0.56615829,0.89997863,-1.97864342,-0.02910805,-0.02223206,0.31158828,-2.56703377,0.00687599,0.34069633,-2.53792572,0.33382034,-2.54480171,-2.87862205
1,180.4701616,24.96520679,22.88256645,22.00223923,20.86380577,19.93322754,19.62799454,21.38951492,0.88032722,2.01876068,2.94933891,3.25457191,1.49305153,1.13843346,2.06901169,2.37424469,0.61272431,0.93057823,1.23581123,-0.52570915,0.305233,-1.45628738,-1.76152038
2,199.1553683,22.69197572,21.61058807,20.95995903,20.80778122,20.70634842,20.6738205,21.44597816,0.65062904,0.80280685,0.90423965,0.93676757,0.16460991,0.15217781,0.25361061,0.28613853,-0.48601913,0.1014328,0.13396072,-0.63819694,0.03252792,-0.73962974,-0.77215766
2,198.6420605,22.68902403,22.71060562,20.8332119,20.50157738,20.51523781,20.53405952,21.69393158,1.87739372,2.20902824,2.19536781,2.1765461,1.01667404,0.33163452,0.31797409,0.29915238,-0.86071968,-0.01366043,-0.03248214,-1.1923542,-0.01882171,-1.17869377,-1.15987206
2,206.3417376,27.25801694,22.20158195,21.34709167,21.1363163,21.01698112,20.71781349,23.28880692,0.85449028,1.06526565,1.18460083,1.48376846,-1.08722497,0.21077537,0.33011055,0.62927818,-1.94171525,0.11933518,0.41850281,-2.15249062,0.29916763,-2.2718258,-2.57099343
2,206.4292578,28.70377852,21.64653206,21.0910244,20.61388588,20.39381409,20.39556503,22.23015785,0.55550766,1.03264618,1.25271797,1.25096703,-0.58362579,0.47713852,0.69721031,0.69545937,-1.13913345,0.22007179,0.21832085,-1.61627197,-0.00175094,-1.83634376,-1.83459282
2,206.5464084,27.98601414,20.76610565,20.24100494,20.1203804,20.13840294,19.89791489,23.36885262,0.52510071,0.64572525,0.62770271,0.86819076,-2.60274697,0.12062454,0.102602,0.34309005,-3.12784768,-0.01802254,0.22246551,-3.24847222,0.24048805,-3.23044968,-3.47093773
1,206.842391,28.90953771,22.51428223,21.87221146,20.85379028,19.93439102,19.51506424,22.92233658,0.64207077,1.66049195,2.57989121,2.99921799,-0.40805435,1.01842118,1.93782044,2.35714722,-1.05012512,0.91939926,1.33872604,-2.0685463,0.41932678,-2.98794556,-3.40727234
0,207.3196335,28.67015689,22.56646538,21.06891632,20.93635178,20.91965294,20.51871681,22.48335075,1.49754906,1.6301136,1.64681244,2.04774857,0.08311463,0.13256454,0.14926338,0.55019951,-1.41443443,0.01669884,0.41763497,-1.54699897,0.40093613,-1.56369781,-1.96463394
2,198.6137477,26.55214772,21.72916603,21.33303833,21.31854439,21.20951462,20.87862015,22.73746872,0.3961277,0.41062164,0.51965141,0.85054588,-1.00830269,0.01449394,0.12352371,0.45441818,-1.40443039,0.10902977,0.43992424,-1.41892433,0.33089447,-1.5279541,-1.85884857
1,208.607679,28.83302208,23.61932755,20.21331024,18.56136513,17.98492432,17.71425438,22.41508102,3.40601731,5.05796242,5.63440323,5.90507317,1.20424653,1.65194511,2.22838592,2.49905586,-2.20177078,0.57644081,0.84711075,-3.85371589,0.27066994,-4.4301567,-4.70082664
0,185.0624439,20.94514322,22.34495735,20.87347794,20.59703064,20.52645302,20.52420998,22.52202988,1.47147941,1.74792671,1.81850433,1.82074737,-0.17707253,0.2764473,0.34702492,0.34926796,-1.64855194,0.07057762,0.07282066,-1.92499924,0.00224304,-1.99557686,-1.9978199
2,197.9066583,25.86207413,23.56653023,21.60157776,21.46302986,21.638731,21.82699776,23.5431118,1.96495247,2.10350037,1.92779923,1.73953247,0.02341843,0.1385479,-0.03715324,-0.22542,-1.94153404,-0.17570114,-0.3639679,-2.08008194,-0.18826676,-1.9043808,-1.71611404
1,183.7972744,21.00948599,24.23431015,21.44054222,20.21656418,19.35113907,19.07726288,23.99721336,2.79376793,4.01774597,4.88317108,5.15704727,0.23709679,1.22397804,2.08940315,2.36327934,-2.55667114,0.86542511,1.1393013,-3.78064918,0.27387619,-4.64607429,-4.91995048
0,183.7365918,20.47720999,22.15060043,21.61418915,21.48527718,21.38498497,20.90333557,24.0314312,0.53641128,0.66532325,0.76561546,1.24726486,-1.88083077,0.12891197,0.22920418,0.71085358,-2.41724205,0.10029221,0.58194161,-2.54615402,0.4816494,-2.64644623,-3.12809563
1,183.19846,20.53082034,23.71220207,22.00952148,20.58850098,19.57632446,19.10230255,23.58721733,1.70268059,3.12370109,4.13587761,4.60989952,0.12498474,1.4210205,2.43319702,2.90721893,-1.57769585,1.01217652,1.48619843,-2.99871635,0.47402191,-4.01089287,-4.48491478
1,177.0935299,27.34568947,23.76420021,21.59954834,20.25847244,19.52157402,19.13389969,22.25828171,2.16465187,3.50572777,4.24262619,4.63030052,1.5059185,1.3410759,2.07797432,2.46564865,-0.65873337,0.73689842,1.12457275,-1.99980927,0.38767433,-2.73670769,-3.12438202
2,196.6648293,26.00577425,21.30928612,21.00701523,20.96208954,20.88421822,20.53374481,22.02452087,0.30227089,0.34719658,0.4250679,0.77554131,-0.71523475,0.04492569,0.12279701,0.47327042,-1.01750564,0.07787132,0.42834473,-1.06243133,0.35047341,-1.14030265,-1.49077606
1,183.7621602,22.30301379,24.39898109,22.22183418,21.01015472,20.08615112,19.8724308,23.43623161,2.17714691,3.38882637,4.31282997,4.52655029,0.96274948,1.21167946,2.13568306,2.34940338,-1.21439743,0.9240036,1.13772392,-2.42607689,0.21372032,-3.35008049,-3.56380081
0,176.3407222,26.97181826,22.19400787,21.41358948,21.28673363,21.12891006,20.81764221,23.96835136,0.78041839,0.90727424,1.06509781,1.37636566,-1.77434349,0.12685585,0.28467942,0.59594727,-2.55476188,0.15782357,0.46909142,-2.68161773,0.31126785,-2.8394413,-3.15070915
2,197.0833285,27.32264812,22.7595253,21.94047928,22.15718269,21.96745872,21.57634735,24.29953003,0.81904602,0.60234261,0.79206658,1.18317795,-1.54000473,-0.21670341,-0.02697944,0.36413193,-2.35905075,0.18972397,0.58083534,-2.14234734,0.39111137,-2.33207131,-2.72318268
2,197.1818829,27.07873298,22.91427231,22.09909439,20.66113281,19.6143055,18.91993141,23.4724369,0.81517792,2.2531395,3.29996681,3.9943409,-0.55816459,1.43796158,2.48478889,3.17916298,-1.37334251,1.04682731,1.7412014,-2.81130409,0.69437409,-3.8581314,-4.55250549
1,184.6569683,22.48450413,27.07624245,21.37901497,20.0951786,19.24790573,18.84086609,23.53538895,5.69722748,6.98106385,7.82833672,8.23537636,3.5408535,1.28383637,2.13110924,2.53814888,-2.15637398,0.84727287,1.25431251,-3.44021035,0.40703964,-4.28748322,-4.69452286
2,203.3784149,22.20807784,20.9500618,20.1820755,20.11001968,19.9622345,19.70695496,22.01347351,0.7679863,0.84004212,0.9878273,1.24310684,-1.06341171,0.07205582,0.219841,0.47512054,-1.83139801,0.14778518,0.40306472,-1.90345383,0.25527954,-2.05123901,-2.30651855
2,186.6335939,22.45405736,21.77845001,21.33737183,21.22286034,20.93197823,20.61370468,21.6709671,0.44107818,0.55558967,0.84647178,1.16474533,0.10748291,0.11451149,0.4053936,0.72366715,-0.33359527,0.29088211,0.60915566,-0.44810676,0.31827355,-0.73898887,-1.05726242
1,176.0680944,29.01010715,22.55300331,21.06764221,19.67992401,18.912117,18.82053757,22.29769516,1.4853611,2.8730793,3.64088631,3.73246574,0.25530815,1.3877182,2.15552521,2.24710464,-1.23005295,0.76780701,0.85938644,-2.61777115,0.09157943,-3.38557816,-3.47715759
1,202.8935834,22.04817637,23.22334671,20.88900185,19.41304779,18.57454491,18.17061234,22.61366653,2.33434486,3.81029892,4.6488018,5.05273437,0.60968018,1.47595406,2.31445694,2.71838951,-1.72466468,0.83850288,1.24243545,-3.20061874,0.40393257,-4.03912162,-4.44305419
1,202.3126514,22.71108235,24.66487122,21.55916977,20.13271332,19.38921928,18.84296799,23.91269875,3.10570145,4.5321579,5.27565194,5.82190323,0.75217247,1.42645645,2.16995049,2.71620178,-2.35352898,0.74349404,1.28974533,-3.77998543,0.54625129,-4.52347947,-5.06973076
0,185.6673186,22.76416975,21.19921494,20.13826752,19.97457886,19.92415047,19.72908783,22.33302307,1.06094742,1.22463608,1.27506447,1.47012711,-1.13380813,0.16368866,0.21411705,0.40917969,-2.19475555,0.05042839,0.24549103,-2.35844421,0.19506264,-2.4088726,-2.60393524
1,177.1946696,28.87332379,22.56344223,21.44165611,20.44007301,19.59454918,19.25396347,21.93312645,1.12178612,2.12336922,2.96889305,3.30947876,0.63031578,1.0015831,1.84710693,2.18769264,-0.49147034,0.84552383,1.18610954,-1.49305344,0.34058571,-2.33857727,-2.67916298
2,201.3688624,22.96908485,21.23196983,20.58341599,20.43749428,20.45763969,20.06126785,21.61088181,0.64855384,0.79447555,0.77433014,1.17070198,-0.37891198,0.14592171,0.1257763,0.52214814,-1.02746582,-0.02014541,0.37622643,-1.17338753,0.39637184,-1.15324212,-1.54961396
1,201.32769,22.40784495,22.13472557,21.77763748,20.44857216,19.70448875,19.08640671,23.04222488,0.35708809,1.68615341,2.43023682,3.04831886,-0.90749931,1.32906532,2.07314873,2.69123077,-1.2645874,0.74408341,1.36216545,-2.59365272,0.61808204,-3.33773613,-3.95581817
1,195.9115199,27.96022579,24.7918148,22.70191574,21.17401695,20.0759201,19.5065155,23.59651375,2.08989906,3.61779785,4.7158947,5.2852993,1.19530105,1.52789879,2.62599564,3.19540024,-0.89459801,1.09809685,1.66750145,-2.4224968,0.5694046,-3.52059365,-4.08999825
2,198.815065,30.93035299,21.01961899,20.59967422,20.06099892,19.92583084,19.81929016,23.04069328,0.41994477,0.95862007,1.09378815,1.20032883,-2.02107429,0.5386753,0.67384338,0.78038406,-2.44101906,0.13516808,0.24170876,-2.97969436,0.10654068,-3.11486244,-3.22140312
1,179.6294089,20.1806912,24.11878586,21.12875366,20.08185577,19.31734276,18.84288025,23.11874962,2.9900322,4.03693009,4.8014431,5.27590561,1.00003624,1.04689789,1.8114109,2.28587341,-1.98999596,0.76451301,1.23897552,-3.03689385,0.47446251,-3.80140686,-4.27586937
0,185.6441211,23.709096,20.73931694,20.27005005,20.14297676,20.17398071,19.9745121,22.18348503,0.46926689,0.59634018,0.56533623,0.76480484,-1.44416809,0.12707329,0.09606934,0.29553795,-1.91343498,-0.03100395,0.16846466,-2.04050827,0.19946861,-2.00950432,-2.20897293
0,186.2727198,23.72127673,21.37833977,20.07049561,19.9209919,19.82761955,19.73066139,22.06685066,1.30784416,1.45734787,1.55072022,1.64767838,-0.68851089,0.14950371,0.24287606,0.33983422,-1.99635505,0.09337235,0.19033051,-2.14585876,0.09695816,-2.23923111,-2.33618927
2,186.2519862,23.77818919,22.49859428,21.91444588,22.20764351,21.91974449,21.19749832,22.13178635,0.5841484,0.29095077,0.57884979,1.30109596,0.36680793,-0.29319763,-0.00529861,0.71694756,-0.21734047,0.28789902,1.01014519,0.07585716,0.72224617,-0.21204186,-0.93428803
1,197.3936548,29.70341517,22.18350601,22.17665482,20.61707878,19.8325634,19.41041374,25.25134659,0.00685119,1.56642723,2.35094261,2.77309227,-3.06784058,1.55957604,2.34409142,2.76624108,-3.07469177,0.78451538,1.20666504,-4.63426781,0.42214966,-5.41878319,-5.84093285
1,195.1644233,27.89654431,21.09293556,20.76412964,19.6289196,18.86429596,18.36253357,23.99517822,0.32880592,1.46401596,2.2286396,2.73040199,-2.90224266,1.13521004,1.89983368,2.40159607,-3.23104858,0.76462364,1.26638603,-4.36625862,0.50176239,-5.13088226,-5.63264465
2,194.9410343,28.1610966,25.09046745,21.74634361,21.35832787,21.32865906,21.60842705,23.5881176,3.34412384,3.73213958,3.76180839,3.4820404,1.50234985,0.38801574,0.41768455,0.13791656,-1.84177399,0.02966881,-0.25009918,-2.22978973,-0.27976799,-2.25945854,-1.97969055
1,196.4584713,30.37142969,22.88868523,21.90494156,20.31105804,19.45449829,19.02399445,22.58017731,0.98374367,2.57762719,3.43418694,3.86469078,0.30850792,1.59388352,2.45044327,2.88094711,-0.67523575,0.85655975,1.28706359,-2.26911927,0.43050384,-3.12567902,-3.55618286
1,196.3435771,30.85662338,21.2283287,19.42042542,18.19181061,17.66371727,17.32771492,22.11737251,1.80790328,3.03651809,3.56461143,3.90061378,-0.88904381,1.22861481,1.75670815,2.0927105,-2.69694709,0.52809334,0.86409569,-3.9255619,0.33600235,-4.45365524,-4.78965759
0,195.8642668,31.55392388,21.08062744,20.53614998,20.53566933,20.35134697,19.97867775,21.81942368,0.54447746,0.54495811,0.72928047,1.10194969,-0.73879624,0.00048065,0.18480301,0.55747223,-1.2832737,0.18432236,0.55699158,-1.28375435,0.37266922,-1.46807671,-1.84074593
1,178.9972745,20.25044346,22.3075695,21.61181259,20.62202835,19.70974731,19.29761887,22.51433754,0.69575691,1.68554115,2.59782219,3.00995063,-0.20676804,0.98978424,1.90206528,2.31419372,-0.90252495,0.91228104,1.32440948,-1.89230919,0.41212844,-2.80459023,-3.21671867
1,195.0427382,29.42233369,23.44701004,21.7211113,20.71441269,19.59583855,19.21247292,23.15309334,1.72589874,2.73259735,3.85117149,4.23453712,0.2939167,1.00669861,2.12527275,2.50863838,-1.43198204,1.11857414,1.50193977,-2.43868065,0.38336563,-3.55725479,-3.94062042
1,196.0190327,29.48128934,25.98424149,21.45267487,19.68473434,18.7983532,18.41081429,23.37541008,4.53156662,6.29950715,7.18588829,7.5734272,2.60883141,1.76794053,2.65432167,3.04186058,-1.92273521,0.88638114,1.27392005,-3.69067574,0.38753891,-4.57705688,-4.96459579
1,197.0710769,31.60676407,25.21791077,21.26582909,19.51945877,18.55597305,18.04376793,22.7704258,3.95208168,5.698452,6.66193772,7.17414284,2.44748497,1.74637032,2.70985604,3.22206116,-1.50459671,0.96348572,1.47569084,-3.25096703,0.51220512,-4.21445275,-4.72665787
2,197.1436764,31.79977127,22.16194153,21.64367485,21.65191078,21.50787544,21.14367294,22.25804138,0.51826668,0.51003075,0.65406609,1.01826859,-0.09609985,-0.00823593,0.13579941,0.50000191,-0.61436653,0.14403534,0.50823784,-0.6061306,0.3642025,-0.75016594,-1.11436844
1,196.3524806,30.5746644,22.0949688,21.0737896,19.99867439,19.2540226,18.93742943,21.90100479,1.0211792,2.09629441,2.8409462,3.15753937,0.19396401,1.07511521,1.819767,2.13636017,-0.82721519,0.74465179,1.06124496,-1.9023304,0.31659317,-2.64698219,-2.96357536
2,179.2836064,21.264724,19.69642448,19.43297005,19.33528519,19.18196487,19.00021935,20.157444,0.26345443,0.36113929,0.51445961,0.69620513,-0.46101952,0.09768486,0.25100518,0.4327507,-0.72447395,0.15332032,0.33506584,-0.82215881,0.18174552,-0.97547913,-1.15722465
2,179.4110222,22.08495982,21.40669632,20.64831161,20.62629128,20.5767746,20.17943192,22.7947731,0.75838471,0.78040504,0.82992172,1.2272644,-1.38807678,0.02202033,0.07153701,0.46887969,-2.14646149,0.04951668,0.44685936,-2.16848182,0.39734268,-2.2179985,-2.61534118
2,196.1404713,31.92938531,21.86783409,20.89035034,20.90909958,20.97472954,20.54967308,22.92809296,0.97748375,0.95873451,0.89310455,1.31816101,-1.06025887,-0.01874924,-0.0843792,0.34067726,-2.03774262,-0.06562996,0.3594265,-2.01899338,0.42505646,-1.95336342,-2.37841988
2,195.0275685,29.96344768,21.68770599,21.22935677,21.14107895,21.16650009,21.39916801,22.77584267,0.45834922,0.54662704,0.5212059,0.28853798,-1.08813668,0.08827782,0.06285668,-0.16981124,-1.5464859,-0.02542114,-0.25808906,-1.63476372,-0.23266792,-1.60934258,-1.37667466
1,194.45335,30.24286328,22.9192524,21.70609474,20.29848862,19.40145683,18.75675392,22.44249535,1.21315766,2.62076378,3.51779557,4.16249848,0.47675705,1.40760612,2.30463791,2.94934082,-0.73640061,0.89703179,1.5417347,-2.14400673,0.64470291,-3.04103852,-3.68574143
1,209.0589706,27.03368885,25.93245697,22.76130295,20.93862724,19.70603943,18.98680687,21.93058968,3.17115402,4.99382973,6.22641754,6.9456501,4.00186729,1.82267571,3.05526352,3.77449608,0.83071327,1.23258781,1.95182037,-0.99196244,0.71923256,-2.22455025,-2.94378281
1,195.4595796,32.82827632,22.76464844,21.77333069,20.70831871,19.81389046,19.48452187,23.97377014,0.99131775,2.05632973,2.95075798,3.28012657,-1.2091217,1.06501198,1.95944023,2.28880882,-2.20043945,0.89442825,1.22379684,-3.26545143,0.32936859,-4.15987968,-4.48924827
0,195.0859191,31.44880355,21.00204659,19.95424461,19.72791672,19.60546494,19.6411171,22.53473473,1.04780198,1.27412987,1.39658165,1.36092949,-1.53268814,0.22632789,0.34877967,0.31312751,-2.58049012,0.12245178,0.08679962,-2.80681801,-0.03565216,-2.92926979,-2.89361763
2,194.570668,32.47441292,20.99078178,20.17908096,20.04329491,20.0449543,20.12758255,23.47685432,0.81170082,0.94748687,0.94582748,0.86319923,-2.48607254,0.13578605,0.13412666,0.05149841,-3.29777336,-0.00165939,-0.08428764,-3.43355941,-0.08262825,-3.43190002,-3.34927177
1,193.5202764,30.39142682,21.15563965,21.08278465,20.36194992,19.61039162,19.24604034,21.42401505,0.072855,0.79368973,1.54524803,1.90959931,-0.2683754,0.72083473,1.47239303,1.83674431,-0.3412304,0.7515583,1.11590958,-1.06206513,0.36435128,-1.81362343,-2.17797471
0,194.2118064,31.30187226,22.16336632,21.55504608,21.30219269,21.52239418,21.63435555,22.86535263,0.60832024,0.86117363,0.64097214,0.52901077,-0.70198631,0.25285339,0.0326519,-0.07930947,-1.31030655,-0.22020149,-0.33216286,-1.56315994,-0.11196137,-1.34295845,-1.23099708
1,194.2898005,31.42438581,24.23825264,21.64004898,20.44396019,19.53683662,19.18842888,22.3829174,2.59820366,3.79429245,4.70141602,5.04982376,1.85533524,1.19608879,2.10321236,2.4516201,-0.74286842,0.90712357,1.25553131,-1.93895721,0.34840774,-2.84608078,-3.19448852
1,195.8850358,34.16847269,21.91134262,21.77649879,20.85674286,19.94096375,19.53341293,22.62986755,0.13484383,1.05459976,1.97037887,2.37792969,-0.71852493,0.91975593,1.83553504,2.24308586,-0.85336876,0.91577911,1.32332993,-1.77312469,0.40755082,-2.6889038,-3.09645462
0,196.3272973,33.79715384,24.04942513,22.16737366,20.81612968,19.75435448,19.05019188,22.34765625,1.88205147,3.23329545,4.29507065,4.99923325,1.70176888,1.35124398,2.41301918,3.11718178,-0.18028259,1.0617752,1.7659378,-1.53152657,0.7041626,-2.59330177,-3.29746437
1,194.6963968,31.16167619,22.67881393,21.26634979,20.20603943,19.51206017,19.07919884,21.83481407,1.41246414,2.4727745,3.16675376,3.59961509,0.84399986,1.06031036,1.75428962,2.18715095,-0.56846428,0.69397926,1.12684059,-1.62877464,0.43286133,-2.3227539,-2.75561523
2,194.5364952,31.04611796,21.59623146,20.82588196,20.48340607,20.44256973,20.15216827,22.43420029,0.7703495,1.11282539,1.15366173,1.44406319,-0.83796883,0.34247589,0.38331223,0.67371369,-1.60831833,0.04083634,0.3312378,-1.95079422,0.29040146,-1.99163056,-2.28203202
2,194.9265967,30.66118853,20.16212845,19.901474,19.82238388,19.78808403,19.53828049,21.32702637,0.26065445,0.33974457,0.37404442,0.62384796,-1.16489792,0.07909012,0.11338997,0.36319351,-1.42555237,0.03429985,0.28410339,-1.50464249,0.24980354,-1.53894234,-1.78874588
2,195.4795362,31.25843154,20.38167763,19.75829124,19.70670891,19.67578316,19.47210121,21.53446388,0.62338639,0.67496872,0.70589447,0.90957642,-1.15278625,0.05158233,0.08250808,0.28619003,-1.77617264,0.03092575,0.2346077,-1.82775497,0.20368195,-1.85868072,-2.06236267
1,197.5291513,33.15670811,21.24734879,21.1938591,20.1102829,19.41405487,19.0379734,22.44990158,0.05348969,1.13706589,1.83329392,2.20937539,-1.20255279,1.0835762,1.77980423,2.1558857,-1.25604248,0.69622803,1.0723095,-2.33961868,0.37608147,-3.03584671,-3.41192818
1,202.561762,29.34346291,25.10269165,21.50054741,20.02225113,19.24874687,18.77500725,23.96821404,3.60214424,5.08044052,5.85394478,6.3276844,1.13447761,1.47829628,2.25180054,2.72554016,-2.46766663,0.77350426,1.24724388,-3.94596291,0.47373962,-4.71946717,-5.19320679
1,202.6038651,29.3191622,22.28398895,21.17914391,20.21070862,19.50018883,19.17004776,22.66128349,1.10484504,2.07328033,2.78380012,3.11394119,-0.37729454,0.96843529,1.67895508,2.00909615,-1.48213958,0.71051979,1.04066086,-2.45057487,0.33014107,-3.16109466,-3.49123573
2,202.3766324,29.29968811,22.06451797,21.26013565,20.36592293,19.88830185,19.55153275,24.71923065,0.80438232,1.69859504,2.17621612,2.51298522,-2.65471268,0.89421272,1.3718338,1.7086029,-3.459095,0.47762108,0.81439018,-4.35330772,0.3367691,-4.8309288,-5.1676979
1,201.3224607,28.20264929,20.98127174,19.68649101,18.26849937,17.70248985,17.28177261,22.33144379,1.29478073,2.71277237,3.27878189,3.69949913,-1.35017205,1.41799164,1.98400116,2.4047184,-2.64495278,0.56600952,0.98672676,-4.06294442,0.42071724,-4.62895394,-5.04967118
2,200.6485755,28.75317639,21.68072891,21.42189217,21.31607246,21.30023766,21.74507332,23.74523354,0.25883674,0.36465645,0.38049125,-0.06434441,-2.06450463,0.10581971,0.12165451,-0.32318115,-2.32334137,0.0158348,-0.42900086,-2.42916108,-0.44483566,-2.44499588,-2.00016022
1,196.3435771,30.85662338,21.2283287,19.42042542,18.19181061,17.66371727,17.32771492,22.11737251,1.80790328,3.03651809,3.56461143,3.90061378,-0.88904381,1.22861481,1.75670815,2.0927105,-2.69694709,0.52809334,0.86409569,-3.9255619,0.33600235,-4.45365524,-4.78965759
2,193.5539782,31.05912108,20.48046494,20.13027763,20.02220535,19.95707703,19.76756096,22.96380424,0.35018731,0.45825959,0.52338791,0.71290398,-2.4833393,0.10807228,0.1732006,0.36271667,-2.83352661,0.06512832,0.25464439,-2.94159889,0.18951607,-3.00672721,-3.19624328
1,193.2486682,31.53131907,22.98487473,21.80795288,20.92457199,19.95010757,19.80890274,22.83885193,1.17692185,2.06030274,3.03476716,3.17597199,0.1460228,0.88338089,1.85784531,1.99905014,-1.03089905,0.97446442,1.11566925,-1.91427994,0.14120483,-2.88874436,-3.02994919
1,199.6690107,30.47260298,23.2111454,21.68627357,20.15697289,19.22766113,18.78457451,23.50510979,1.52487183,3.05417251,3.98348427,4.42657089,-0.29396439,1.52930068,2.45861244,2.90169906,-1.81883622,0.92931176,1.37239838,-3.3481369,0.44308662,-4.27744866,-4.72053528
2,192.5335627,31.8100539,20.90631676,20.46765327,20.32735825,20.35054207,20.25908661,22.63769341,0.43866349,0.57895851,0.55577469,0.64723015,-1.73137665,0.14029502,0.1171112,0.20856666,-2.17004014,-0.02318382,0.06827164,-2.31033516,0.09145546,-2.28715134,-2.3786068
2,192.5932956,32.21835238,21.79730988,21.24077034,21.16368866,21.11233711,20.69923973,22.41417885,0.55653954,0.63362122,0.68497277,1.09807015,-0.61686897,0.07708168,0.12843323,0.54153061,-1.17340851,0.05135155,0.46444893,-1.25049019,0.41309738,-1.30184174,-1.71493912
1,191.9990242,31.36917051,23.34088326,21.34939957,19.59589767,18.87052155,18.37653923,22.81471634,1.99148369,3.74498559,4.47036171,4.96434403,0.52616692,1.7535019,2.47887802,2.97286034,-1.46531677,0.72537612,1.21935844,-3.21881867,0.49398232,-3.94419479,-4.43817711
1,191.4537708,32.53632974,25.28120995,21.38431931,20.99720573,20.72688675,20.62546349,23.12799072,3.89689064,4.28400422,4.5543232,4.65574646,2.15321923,0.38711358,0.65743256,0.75885582,-1.74367141,0.27031898,0.37174224,-2.13078499,0.10142326,-2.40110397,-2.50252723
2,191.7207943,32.61439486,21.53457642,21.13391113,20.92857742,20.74802208,20.44980621,20.84951401,0.40066529,0.605999,0.78655434,1.08477021,0.68506241,0.20533371,0.38588905,0.68410492,0.28439712,0.18055534,0.47877121,0.07906341,0.29821587,-0.10149193,-0.3997078
1,191.8837665,33.44473964,25.33184814,22.20973206,20.82839775,19.81303406,19.39818573,22.33560371,3.12211608,4.50345039,5.51881408,5.93366241,2.99624443,1.38133431,2.396698,2.81154633,-0.12587165,1.01536369,1.43021202,-1.50720596,0.41484833,-2.52256965,-2.93741798
2,192.2049096,32.81040552,21.55993843,21.25315857,21.14696693,21.27199745,21.20798683,22.99816513,0.30677986,0.4129715,0.28794098,0.3519516,-1.4382267,0.10619164,-0.01883888,0.04517174,-1.74500656,-0.12503052,-0.0610199,-1.8511982,0.06401062,-1.72616768,-1.7901783
2,193.703835,32.94097183,22.4532795,21.64084053,21.62831497,21.44854164,21.10962868,22.31799316,0.81243897,0.82496453,1.00473786,1.34365082,0.13528634,0.01252556,0.19229889,0.53121185,-0.67715263,0.17977333,0.51868629,-0.68967819,0.33891296,-0.86945152,-1.20836448
1,200.2175263,31.5346476,25.12496567,22.55534935,20.92903328,19.8657589,19.24315262,24.28664398,2.56961632,4.19593239,5.25920677,5.88181305,0.83832169,1.62631607,2.68959045,3.31219673,-1.73129463,1.06327438,1.68588066,-3.3576107,0.62260628,-4.42088508,-5.04349136
1,199.5272589,30.79573578,23.62147141,20.42980194,18.85480309,18.16469955,17.7508316,22.35113525,3.19166947,4.76666832,5.45677186,5.87063981,1.27033616,1.57499885,2.26510239,2.67897034,-1.92133331,0.69010354,1.10397149,-3.49633216,0.41386795,-4.1864357,-4.60030365
